TOWN11CD,TOWN11NM,POPULATION_2011,SIZE_FLAG,RGN11NM,COASTAL,COASTAL DETAILED,TTWA11CD,TTWA11NM,TTWA CLASSIFICATION,JOB DENSITY FLAG,INCOME FLAG,UNIVERSITY FLAG,Level4Qual_residents35-64_2011,KS4_2012-2013_counts,Key Stage 2 attainment_school year 2007 to 2008,Key Stage 4 attainment_school year 2012 to 2013,Level 2 at age 18,Level 3 at age 18,Activity at age 19: full-time higher education,Activity at age 19: sustained further education,Activity at age 19: appprenticeships,Activity at age 19: employment with earnings above 0,Activity at age 19: employment with earnings above 10K,Activity at age 19: out-of-work,Highest level qualification achieved by age 22: less than level 1,Highest level qualification achieved by age 22: level 1 to level 2,Highest level qualification achieved by age 22: level 3 to level 5,Highest level qualification achieved by age 22: level 6 or above,Highest level qualification achieved by age 22: average score,Education Score
E35000629,Romsey BUASD,16998,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000267,Southampton,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,191,75.5,65.4,87.4,63.9,41.9,15.7,10.5,49.2,24.1,*,*,14.6,49.5,33.9,3.8,2.6
E35000631,Caterham BUASD,21437,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000196,Crawley,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Medium,230,75.5,65.2,82.2,44.8,32.6,17.4,12.2,47.4,22.6,7.0,*,16.4,51.7,30.2,3.7,0.5
E35000633,Thatcham BUASD,26017,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000244,Newbury,Majority town and city (small),Mixed,Lower deprivation towns,No university,Medium,334,72.6,59.9,82.0,52.4,34.4,16.2,11.4,50.0,30.8,3.6,*,25.7,42.4,29.9,3.5,-0.1
E35000634,Sheringham BUASD,7367,Small Towns,East of England,Coastal,Smaller seaside town,E30000198,Cromer and Sheringham,Majority rural,Residential,Mid deprivation towns,No university,Medium,67,80.6,71.6,83.6,58.2,37.3,16.4,*,44.8,16.4,*,*,27.3,40.9,*,3.6,2.8
E35000635,Carterton BUASD,15769,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000250,Oxford,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Low,167,67.1,57.5,83.2,41.3,26.9,20.4,17.4,60.5,35.3,*,*,26.6,48.5,23.7,3.4,-2.3
E35000639,Eastbourne BUASD,109185,Large Towns,South East,Coastal,Large seaside town,E30000204,Eastbourne,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Medium,1137,66.5,61.0,81.2,41.9,27.7,18.6,10.6,49.2,21.7,9.9,2.7,26.8,49.8,20.7,3.3,-2.3
E35000640,Darwen BUASD,28155,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000170,Blackburn,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Low,321,71.5,63.9,81.6,45.8,29.6,28.7,18.4,47.4,22.1,11.8,*,31.0,44.6,23.2,3.4,-0.8
E35000644,Horbury BUASD,10361,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000283,Wakefield and Castleford,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Medium,110,81.6,77.3,89.1,55.5,31.8,18.2,12.7,48.2,28.2,9.1,*,20.7,43.2,31.5,3.6,3.2
E35000648,Braintree BUASD,41634,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000188,Chelmsford,Majority town and city (Large Towns),Mixed,Mid deprivation towns,No university,Low,517,68.3,46.4,77.4,39.8,23.2,19.7,13.7,60.5,37.7,6.8,3.5,30.9,46.2,19.4,3.1,-4.1
E35000652,Carlton (Gedling) BUASD,49235,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000249,Nottingham,Majority conurbation,Residential,Higher deprivation towns,No university,Low,515,77.6,67.8,82.1,49.5,32.0,24.5,14.0,52.4,23.5,9.5,*,23.4,48.5,26.3,3.5,1.1
E35000657,Wallingford BUASD,7918,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000250,Oxford,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,High,71,74.3,69.0,77.5,40.8,28.2,26.8,16.9,47.9,29.6,*,*,34.8,39.1,*,3.2,-0.9
E35000660,Horsham BUASD,48041,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000196,Crawley,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,501,83.4,78.4,92.4,65.3,43.9,12.6,8.6,54.1,24.8,2.4,*,15.6,46.5,37.1,3.9,5.4
E35000666,Bacup BUASD,13323,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000170,Blackburn,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,155,70.5,35.5,67.7,32.3,22.6,21.9,12.3,40.0,15.5,19.4,*,31.2,47.4,16.2,3.0,-5.9
E35000668,Tyldesley BUASD,16142,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Mid deprivation towns,No university,Low,193,82.9,75.6,87.6,51.3,36.3,18.7,10.9,55.4,30.6,5.2,*,20.8,45.8,31.3,3.7,3.2
E35000669,Castleford BUASD,39192,Medium Towns,Yorkshire and The Humber,Non-coastal,Large non-coastal town,E30000283,Wakefield and Castleford,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,483,62.4,63.1,91.3,48.4,22.8,20.7,16.6,49.7,25.9,12.6,*,32.0,48.9,17.7,3.2,-2.2
E35000672,Woodingdean BUASD,9793,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000179,Brighton,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,118,81.7,61.9,76.3,44.1,21.2,15.3,8.5,51.7,22.9,11.0,*,29.1,50.4,*,3.1,-0.7
E35000674,Heywood BUASD,28205,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Working,Higher deprivation towns,No university,Low,299,68.8,52.5,78.3,40.1,21.7,25.8,15.7,39.8,18.4,16.4,*,33.6,46.8,18.3,3.1,-3.4
E35000676,Bramhall BUASD,17436,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Lower deprivation towns,No university,High,160,82.9,63.1,93.8,71.9,56.3,14.4,*,35.6,13.1,*,*,7.5,45.0,46.9,4.3,5.5
E35000681,Hartley (Sevenoaks) BUASD,16029,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000234,London,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,193,75.9,80.3,88.1,60.1,44.0,13.5,10.9,46.6,26.9,*,*,23.3,39.4,36.3,3.8,4.0
E35000682,Thurnscoe BUASD,8687,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000004,Barnsley,Majority conurbation,Residential,Higher deprivation towns,No university,Low,124,51.9,36.3,66.1,19.4,12.1,20.2,10.5,46.0,28.2,12.1,*,43.5,46.0,*,2.7,-10.0
E35000684,Radstock BUASD,9419,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000165,Bath,Majority town and city (Large Towns),Mixed,Mid deprivation towns,No university,Low,130,63.4,48.5,80.0,31.5,19.2,17.7,11.5,54.6,33.1,8.5,*,41.1,37.2,*,2.9,-5.9
E35000688,Crawley BUASD,106943,Large Towns,South East,Non-coastal,Large non-coastal town,E30000196,Crawley,Majority town and city (Large Towns),Working,Mid deprivation towns,No university,Low,1256,66.5,49.9,78.3,41.3,26.7,16.5,9.6,52.9,32.2,6.6,3.4,33.9,42.7,19.9,3.1,-3.8
E35000689,Worsbrough BUASD,9119,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000004,Barnsley,Majority conurbation,Residential,Higher deprivation towns,No university,Low,116,57.8,43.1,80.2,31.0,21.6,19.8,11.2,39.7,19.8,12.1,*,40.5,37.9,*,3.0,-6.9
E35000690,Littlehampton BUASD,55706,Medium Towns,South East,Coastal,Large seaside town,E30000191,Chichester and Bognor Regis,Majority town and city (small),Residential,Mid deprivation towns,No university,Low,606,73.2,49.5,79.4,39.9,23.9,19.3,8.9,49.8,24.1,8.3,3.3,34.1,44.5,18.1,3.0,-3.4
E35000692,Goole BUASD,20810,Medium Towns,Yorkshire and The Humber,Non-coastal,Large non-coastal town,E30000220,Hull,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Low,244,60.9,49.2,75.8,41.8,18.4,21.7,13.1,48.0,25.4,11.5,5.7,32.2,43.7,18.4,3.0,-4.7
E35000697,Mexborough BUASD,15244,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000201,Doncaster,Majority conurbation,Residential,Higher deprivation towns,No university,Low,169,60.8,40.8,69.2,27.8,14.8,21.9,14.8,37.3,18.9,20.7,*,47.3,37.9,*,2.7,-7.7
E35000699,East Wittering BUASD,5647,Small Towns,South East,Coastal,Smaller seaside town,E30000191,Chichester and Bognor Regis,Majority town and city (small),Residential,Mid deprivation towns,No university,Medium,58,75.7,65.5,87.9,51.7,25.9,*,*,60.3,29.3,*,*,19.3,63.2,*,3.4,0.4
E35000700,Chichester BUASD,28657,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000191,Chichester and Bognor Regis,Majority town and city (small),Working,Mid deprivation towns,University,Medium,266,78.8,68.8,81.6,54.9,37.6,18.0,7.1,51.5,17.3,7.1,3.8,16.5,49.6,30.1,3.6,2.1
E35000703,Sturry BUASD,5085,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000187,Canterbury,Majority town and city (small),Working,Mid deprivation towns,No university,Medium,53,75.4,64.2,79.2,35.8,37.7,*,*,50.9,28.3,*,*,31.4,37.3,*,3.5,-0.8
E35000707,Cromer BUASD,7949,Small Towns,East of England,Coastal,Smaller seaside town,E30000198,Cromer and Sheringham,Majority rural,Working,Higher deprivation towns,No university,Low,63,74.6,63.5,84.1,39.7,23.8,19.0,15.9,60.3,31.7,*,*,32.8,49.2,*,3.2,-1.5
E35000708,Ewell BUASD,51727,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000234,London,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,547,79.6,73.5,87.9,58.7,43.9,15.2,9.9,48.6,21.8,3.8,*,17.0,44.0,37.4,3.9,3.8
E35000715,Throckley BUASD,5507,Small Towns,North East,Non-coastal,Smaller non-coastal town,E30000245,Newcastle,Majority conurbation,Residential,Higher deprivation towns,No university,Low,51,65.3,47.1,82.4,43.1,19.6,31.4,*,43.1,19.6,*,*,28.6,59.2,*,3.1,-4.1
E35000718,Penryn BUASD,8439,Small Towns,South West,Coastal,Smaller other coastal town,E30000051,Falmouth,Majority town and city (small),Working,Higher deprivation towns,No university,Medium,85,71.3,61.2,80.0,38.8,23.5,30.6,17.6,44.7,23.5,*,*,25.3,50.6,*,3.5,-1.3
E35000719,Borehamwood BUASD,35489,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000234,London,Majority conurbation,Working,Higher deprivation towns,No university,Medium,400,73.4,56.0,81.5,51.5,37.5,15.3,10.3,46.8,26.8,5.8,2.5,27.6,37.2,32.7,3.6,-0.1
E35000726,Royton BUASD,23812,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Mixed,Mid deprivation towns,No university,Low,282,84.7,66.7,87.9,57.1,35.5,25.9,17.4,49.3,22.3,8.9,*,18.9,51.8,28.6,3.7,2.9
E35000727,Kibworth Harcourt BUASD,5433,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000230,Leicester,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,65,76.7,67.7,81.5,58.5,38.5,*,*,41.5,20.0,*,*,16.9,41.5,38.5,3.8,2.7
E35000728,Thornton (Bradford) BUASD,5289,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000018,Bradford,Majority conurbation,Residential,Higher deprivation towns,No university,Low,61,59.3,50.8,67.2,41.0,24.6,27.9,16.4,52.5,23.0,*,*,34.4,36.1,*,3.3,-4.2
E35000731,Shipley BUASD,28694,Medium Towns,Yorkshire and The Humber,Non-coastal,Large non-coastal town,E30000018,Bradford,Majority conurbation,Working,Higher deprivation towns,No university,Medium,292,70.3,63.0,85.6,54.1,34.2,25.7,10.6,40.8,15.1,8.9,*,26.5,44.3,27.5,3.5,0.3
E35000734,Droylsden BUASD,24134,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Higher deprivation towns,No university,Low,311,72.7,57.6,79.7,48.6,25.7,24.1,13.5,53.7,23.8,10.3,*,27.0,48.6,22.5,3.4,-1.0
E35000735,Thorne BUASD,11840,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000201,Doncaster,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,131,69.3,53.4,71.8,37.4,26.7,21.4,16.8,48.1,26.0,10.7,*,40.5,32.8,22.9,3.2,-3.3
E35000745,Banbury BUASD,46525,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000161,Banbury,Majority town and city (small),Working,Mid deprivation towns,No university,Low,541,65.3,53.2,80.0,41.4,27.7,18.7,10.7,52.5,29.9,7.4,2.0,37.1,37.7,23.2,3.2,-3.3
E35000753,Sevenoaks BUASD,29506,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000281,Tunbridge Wells,Majority town and city (small),Working,Lower deprivation towns,No university,High,223,85.5,80.3,91.5,71.7,58.3,8.1,*,36.3,17.5,*,*,19.5,31.7,47.5,4.2,7.2
E35000754,Bollington BUASD,7373,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Working,Lower deprivation towns,No university,Medium,67,89.5,70.1,88.1,65.7,37.3,*,*,46.3,14.9,*,*,15.9,55.1,*,3.6,4.4
E35000756,Shevington BUASD,5114,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000284,Warrington and Wigan,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,59,82.8,71.2,94.9,71.2,59.3,18.6,16.9,37.3,*,*,*,*,45.6,43.9,4.3,6.1
E35000757,Blackburn BUASD,117963,Large Towns,North West,Non-coastal,Large non-coastal town,E30000170,Blackburn,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,1514,74.2,59.1,80.5,52.1,36.3,26.1,10.3,35.5,14.6,9.6,1.1,22.7,48.5,27.8,3.6,0.3
E35000760,Kempston BUASD,19350,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000166,Bedford,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,250,68.9,46.0,74.4,40.0,30.0,19.2,8.8,48.0,22.0,10.4,*,32.9,42.6,22.1,3.2,-3.7
E35000761,Cirencester BUASD,16325,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000276,Swindon,Majority town and city (Large Towns),Working,Lower deprivation towns,University,Medium,182,77.3,61.0,83.0,53.3,33.0,16.5,12.6,57.1,30.2,6.0,*,25.0,44.4,27.8,3.5,0.7
E35000768,Whetstone BUASD,12760,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000230,Leicester,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Low,159,75.6,60.4,79.2,49.1,37.7,23.3,16.4,52.8,27.7,6.3,*,25.2,39.6,34.6,3.7,0.6
E35000772,Brighouse BUASD,33286,Medium Towns,Yorkshire and The Humber,Non-coastal,Large non-coastal town,E30000029,Halifax,Majority conurbation,Working,Mid deprivation towns,No university,Medium,370,84.7,64.9,92.7,51.4,40.5,21.4,15.1,45.9,21.9,7.8,*,25.1,39.1,35.0,3.8,2.6
E35000775,Nelson (Pendle) BUASD,29463,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000182,Burnley,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,313,61.0,41.5,78.0,39.6,36.7,19.2,8.6,34.5,13.4,11.2,3.9,23.8,49.8,22.5,3.3,-4.9
E35000776,Whitefield BUASD,20975,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Mixed,Higher deprivation towns,No university,Medium,218,73.3,65.6,83.5,49.5,36.7,22.5,12.4,45.9,20.6,11.9,*,22.9,46.3,27.5,3.5,0.3
E35000778,Truro BUASD,20332,Medium Towns,South West,Non-coastal,Large non-coastal town,E30000257,Redruth and Truro,Majority town and city (small),Working,Higher deprivation towns,No university,Medium,211,71.7,51.7,83.7,54.1,33.2,21.3,10.9,50.2,21.3,9.0,*,20.3,47.2,30.7,3.6,-0.5
E35000779,Arnold BUASD,37768,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000249,Nottingham,Majority conurbation,Residential,Mid deprivation towns,No university,Medium,414,77.1,64.3,89.6,52.9,41.1,19.1,11.8,45.7,20.5,9.7,*,24.0,41.3,32.8,3.7,1.5
E35000780,Stamford BUASD,19701,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000108,Peterborough,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,163,79.5,65.0,82.2,47.2,30.7,27.0,14.1,55.2,34.4,6.7,*,18.3,50.6,27.4,3.5,0.9
E35000781,Broseley BUASD,5257,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000278,Telford,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Medium,56,69.8,48.2,87.5,50.0,35.7,*,*,35.7,21.4,*,*,19.6,50.0,*,3.5,-1.9
E35000785,Taunton BUASD,60479,Medium Towns,South West,Non-coastal,Large non-coastal town,E30000277,Taunton,Majority town and city (small),Working,Mid deprivation towns,No university,Medium,589,72.1,57.4,83.5,46.3,29.7,18.8,10.9,56.0,26.5,7.3,2.7,26.9,46.6,23.8,3.3,-1.4
E35000787,Ashton-under-Lyne BUASD,45198,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Working,Higher deprivation towns,No university,Low,557,69.9,53.5,77.6,47.9,33.2,19.4,12.0,43.3,19.9,12.6,2.0,27.8,43.3,26.9,3.5,-1.5
E35000789,Eckington BUASD,7386,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000261,Sheffield,Majority conurbation,Residential,Higher deprivation towns,No university,Low,90,68.1,54.4,88.9,40.0,22.2,22.2,14.4,55.6,26.7,*,*,34.8,42.7,*,3.3,-2.7
E35000793,New Mills BUASD,12291,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,120,75.4,60.8,94.2,57.5,29.2,19.2,10.8,50.8,22.5,*,*,19.0,55.4,24.8,3.5,0.9
E35000797,Oaklands BUASD,7711,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000272,Stevenage and Welwyn Garden City,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,High,79,90.2,81.0,96.2,72.2,57.0,19.0,12.7,49.4,21.5,*,*,*,43.8,43.8,4.1,7.6
E35000801,Poole BUASD,154718,Large Towns,South West,Coastal,Large seaside town,E30000110,Poole,Majority town and city (Large Towns),Working,Mid deprivation towns,University,Medium,1654,71.5,59.9,85.0,50.8,29.3,18.7,12.3,52.5,26.2,7.6,2.7,26.3,45.6,25.4,3.4,-0.6
E35000803,Windermere BUASD,5243,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000223,Kendal,Majority rural,Working,Lower deprivation towns,No university,Medium,63,80.3,54.0,81.0,52.4,39.7,23.8,*,55.6,34.9,*,*,26.2,37.7,*,3.7,0.9
E35000804,Ackworth Moor Top BUASD,5281,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000283,Wakefield and Castleford,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,50,77.3,66.0,78.0,44.0,30.0,26.0,*,54.0,22.0,*,*,19.6,45.1,*,3.5,0.3
E35000811,Rushden BUASD,29501,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000224,Kettering and Wellingborough,Majority town and city (small),Mixed,Mid deprivation towns,No university,Low,353,68.5,47.9,81.3,43.3,24.1,18.7,12.7,57.8,33.1,6.5,*,36.5,39.9,21.4,3.2,-3.4
E35000813,Alsager BUASD,13347,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000197,Crewe,Majority town and city (small),Residential,Lower deprivation towns,No university,Medium,144,89.1,75.7,86.8,63.9,41.7,25.7,20.8,52.1,22.2,7.6,*,14.4,45.2,37.7,3.9,5.5
E35000814,Oswaldtwistle BUASD,11803,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000170,Blackburn,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,149,76.1,67.1,83.9,47.7,30.2,28.2,18.1,50.3,22.1,7.4,*,24.5,49.7,23.8,3.5,0.7
E35000817,Horndean BUASD,46924,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000254,Portsmouth,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,543,69.3,56.2,83.8,50.8,27.6,20.6,12.5,54.3,28.0,4.6,*,23.8,50.5,24.0,3.4,-1.2
E35000829,Southwick BUASD,11551,Small Towns,South East,Coastal,Smaller seaside town,E30000179,Brighton,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,125,62.9,52.0,76.8,38.4,24.0,20.0,12.0,48.8,22.4,9.6,*,38.9,38.1,19.8,3.1,-4.4
E35000831,Dartmouth BUASD,5064,Small Towns,South West,Coastal,Smaller seaside town,E30000226,Kingsbridge and Dartmouth,Majority rural,Working,Mid deprivation towns,No university,Medium,42,72.1,47.6,66.7,33.3,23.8,*,*,64.3,*,*,*,31.0,52.4,*,2.9,-4.8
E35000833,Coseley BUASD,23104,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000202,Dudley,Majority conurbation,Residential,Higher deprivation towns,No university,Low,316,67.5,47.8,84.8,39.9,26.9,24.1,15.5,46.5,17.4,12.3,*,29.2,44.4,23.8,3.4,-3.4
E35000835,Christchurch BUASD,54210,Medium Towns,South West,Coastal,Large seaside town,E30000175,Bournemouth,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,493,75.6,63.7,80.9,52.7,29.4,16.6,9.7,50.5,26.8,4.7,*,28.3,44.6,25.5,3.4,0.5
E35000841,Birkenhead BUASD,142968,Large Towns,North West,Coastal,Large other coastal town,E30000168,Birkenhead,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,1682,71.7,61.7,77.9,42.4,30.9,23.3,13.9,40.5,17.5,14.1,1.9,32.5,39.7,25.9,3.4,-1.2
E35000842,Fulwood BUASD,35830,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000255,Preston,Majority town and city (Large Towns),Working,Mid deprivation towns,No university,Medium,401,80.9,72.1,91.0,65.1,47.4,17.7,11.7,46.1,20.2,7.0,2.5,13.4,41.8,42.3,4.1,4.9
E35000843,Great Yarmouth BUASD,38693,Medium Towns,East of England,Coastal,Large seaside town,E30000210,Great Yarmouth,Majority town and city (small),Working,Higher deprivation towns,No university,Low,485,50.1,41.9,72.2,30.7,22.7,23.9,11.1,45.4,24.5,13.2,4.3,32.5,44.5,18.6,3.1,-7.6
E35000848,Ingleby Barwick BUASD,20378,Medium Towns,North East,Non-coastal,Large non-coastal town,E30000093,Middlesbrough and Stockton,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,301,86.1,76.7,91.7,61.8,49.8,20.6,14.6,44.5,18.6,6.0,*,11.0,48.3,40.0,4.1,5.7
E35000850,Breaston BUASD,7545,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000249,Nottingham,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,69,72.7,71.0,84.1,59.4,29.0,27.5,18.8,53.6,27.5,*,*,21.1,49.3,*,3.6,1.9
